portNumber,portName,regionNumber,regionName,countryCode,countryName,latitude,longitude,publicationNumber,chartNumber,navArea,harborSize,harborType,shelter,erTide,erSwell,erIce,erOther,overheadLimits,chDepth,anDepth,cpDepth,otDepth,tide,maxVesselLength,maxVesselBeam,maxVesselDraft,goodHoldingGround,turningArea,firstPortOfEntry,usRep,ptCompulsory,ptAvailable,ptLocalAssist,ptAdvisable,tugsSalvage,tugsAssist,qtPratique,qtOther,cmTelephone,cmTelegraph,cmRadio,cmRadioTel,cmAir,cmRail,loWharves,loAnchor,loMedMoor,loBeachMoor,loIceMoor,medFacilities,garbageDisposal,degauss,dirtyBallast,crFixed,crMobile,crFloating,lifts100,lifts50,lifts25,lifts0,srLongshore,srElectrical,srSteam,srNavigEquip,srElectRepair,suProvisions,suWater,suFuel,suDiesel,suDeck,suEngine,repairCode,drydock,railway,qtSanitation,suAviationFuel,harborUse,ukcMgmtSystem,portSecurity,etaMessage,searchAndRescue,tss,vts,cht,globalId,loRoro,loSolidBulk,loContainer,loBreakBulk,loOilTerm,loLongTerm,loOther,loDangCargo,loLiquidBulk,srIceBreaking,srDiving,cranesContainer,unloCode,dnc,s121WaterBody,s57Enc,s101Enc,dodWaterBody,alternateName,entranceWidth,lngTerminalDepth,offMaxVesselLength,offMaxVesselBeam,offMaxVesselDraft,
31750,Seaham,31330,ENGLAND EAST COAST,GB,United Kingdom,"54°50'00""N","1°19'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,"35006, 35010",I,S,CT,G,Y,N,N,Y,Y,2,13,6,,3,,,,N,Y,N,N,N,,,U,U,Y,U,Y,Y,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,Y,U,U,Y,Y,Y,Y,U,U,Y,Y,Y,Y,Y,Y,Y,B,U,M,Y,U,UNK,U,U,Y,U,U,U,U,{B46BBB11-BAAB-4EC0-B7BF-7DBB39D20DF5},U,U,U,U,U,U,U,U,U,U,U,U,GB SEA,"a2031765, coa20e, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
35040,Sharpness,35030,ENGLAND SW COAST,GB,United Kingdom,"51°43'00""N","2°29'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,,I,S,LC,G,Y,Y,N,Y,Y,2,6,6,,5,,,,Y,Y,U,N,Y,,,Y,N,N,U,U,Y,U,Y,U,U,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,Y,U,U,U,Y,Y,U,U,U,U,U,Y,Y,Y,Y,Y,B,S,U,U,U,UNK,U,U,Y,U,U,U,U,{F6AD7321-F604-4D5E-AF00-DB07577DD5BC},U,U,U,U,U,U,U,U,U,U,U,U,GB SSS,gen20b,,,,Bristol Channel; North Atlantic Ocean,,,,,,,
31370,Sheerness,31330,ENGLAND EAST COAST,GB,United Kingdom,"51°27'00""N","0°45'00""E",Sailing Directions Pub. 192 (Enroute) - North Sea,37051,I,V,CN,F,Y,N,N,Y,U,11,14,11,,4,,,,U,U,Y,N,Y,,,U,U,Y,U,Y,Y,U,Y,U,Y,Y,U,U,U,U,U,Y,Y,U,U,U,U,U,U,U,U,Y,Y,U,U,U,U,U,Y,Y,Y,Y,Y,C,S,S,Y,U,UNK,U,U,Y,U,U,U,U,{BBE350A4-4B86-434D-A5FA-08F9275BBD05},U,U,U,U,U,U,U,U,U,U,U,U,GB SHS,"gen20b, h2031390",,,,North Sea; North Atlantic Ocean,,,,,,,
35630,Shoreham Harbour,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°49'00""N","0°15'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37095,I,V,LC,G,N,N,Y,Y,Y,2,9,6,,5,,,,U,Y,Y,N,Y,,,Y,N,Y,U,Y,U,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,N,Y,Y,U,U,U,U,Y,Y,U,U,U,U,Y,Y,Y,Y,Y,Y,C,S,M,Y,U,UNK,U,U,Y,U,U,U,U,{32EC921A-8D28-415E-B9B2-360E4AC559DA},U,U,U,U,U,U,U,U,U,U,U,U,GB SHO,"a2035600, coa20c, gen20b",,,,English Channel; North Atlantic Ocean,New Shoreham,,,,,,
34590,Silloth,34580,ENGLAND WEST COAST,GB,United Kingdom,"54°52'00""N","3°24'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,36025,I,S,CT,G,Y,Y,N,Y,Y,5,6,5,,4,,,,U,U,Y,N,Y,,,Y,N,N,U,U,U,U,Y,U,Y,Y,Y,Y,Y,U,U,Y,Y,U,Y,U,Y,U,U,U,Y,U,U,U,U,U,U,U,Y,Y,Y,U,U,C,U,S,U,U,UNK,U,U,Y,U,U,U,U,{6FD8795A-FB54-4872-AE0A-4840F4163B02},U,U,U,U,U,U,U,U,U,U,U,U,GB SIL,"a2034600, coa20i, gen20b, h2034590",,,,Irish Sea; North Atlantic Ocean,,,,,,,
35580,Southampton,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°54'00""N","1°24'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37022,I,L,RB,E,N,N,N,Y,U,13,22,14,13,5,,,,Y,Y,Y,Y,Y,,,Y,U,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,U,U,U,U,Y,U,U,Y,Y,Y,Y,Y,Y,U,Y,Y,Y,U,Y,Y,U,Y,Y,Y,Y,Y,A,L,M,Y,U,UNK,U,U,Y,U,U,U,U,{E0C51A1A-E0A8-476F-8A7F-23985F8D1B4A},U,U,U,U,U,U,U,U,U,U,U,U,GB SOU,"coa20c, gen20b, h2035580",,,,English Channel; North Atlantic Ocean,,,,,,,
32460,South Ness,32390,ORKNEY ISLANDS,GB,United Kingdom,"58°48'00""N","3°12'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35059,I,V,CN,F,U,N,N,Y,U,3,6,3,,7,,,,U,U,U,U,U,,,U,U,U,U,U,Y,Y,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,U,U,U,U,D,U,U,U,U,UNK,U,U,U,U,U,U,U,{62DDBC3E-525F-4F2C-91C4-74F26888682D},U,U,U,U,U,U,U,U,U,U,U,U,,"coa20i, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
32470,St Margarets Hope,32390,ORKNEY ISLANDS,GB,United Kingdom,"58°50'00""N","2°57'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35059,I,V,CN,G,Y,Y,N,Y,U,2,5,2,,7,,,,U,U,N,N,U,,,U,U,U,U,U,Y,Y,U,U,Y,U,U,U,U,U,U,U,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{352DDA6F-8D29-44CD-811E-E1C4C5BEB101},U,U,U,U,U,U,U,U,U,U,U,U,GB SGP,"coa20f, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
35210,St. Mary's (Scilly Isl.),35030,ENGLAND SW COAST,GB,United Kingdom,"49°55'00""N","6°19'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,36049,I,S,CB,G,Y,N,N,Y,Y,11,5,5,,5,,,,U,U,U,U,Y,,,Y,N,N,U,U,Y,U,Y,U,Y,Y,U,U,U,U,U,Y,Y,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,C,U,S,U,U,UNK,U,U,Y,U,U,U,U,{A69BA8F4-795E-4A75-8996-EED23F578342},U,U,U,U,U,U,U,U,U,U,U,U,GB SVZ,"a1935290, coa19g, gen19a",,,,Celtic Sea; North Atlantic Ocean,,,,,,,
33020,Stornoway Harbor,32790,SCOTLAND WEST COAST,GB,United Kingdom,"58°11'00""N","6°22'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,"35074, 35078",I,V,CN,F,N,N,N,Y,U,6,14,6,5,4,,,,N,U,Y,N,N,,,U,N,N,U,Y,Y,Y,Y,U,Y,U,Y,U,U,U,U,Y,Y,U,Y,U,Y,U,U,U,U,Y,Y,Y,U,U,Y,Y,Y,Y,Y,Y,Y,B,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{1C66AE30-D92F-495A-A8B1-0698F269189C},U,U,U,U,U,U,U,U,U,U,U,U,GB STO,"a1932830, coa19e, gen19a",,,,North Atlantic Ocean,,,,,,,
33570,Stranraer,32790,SCOTLAND WEST COAST,GB,United Kingdom,"54°54'00""N","5°02'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,"35126, 36039",I,V,RB,G,N,N,N,Y,U,5,5,5,,3,,,,Y,U,Y,N,N,,,U,U,U,U,Y,Y,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,Y,U,U,C,U,M,Y,U,UNK,U,U,Y,U,U,U,U,{E356BF88-46AA-4E8D-864B-B53EB9531DC4},U,U,U,U,U,U,U,U,U,U,U,U,GB STR,"coa20i, gen20b",,,,North Atlantic Ocean,Ryan Loch,,,,,,
32450,Stromness,32390,ORKNEY ISLANDS,GB,United Kingdom,"58°58'00""N","3°18'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35057,I,V,OR,G,Y,N,N,Y,N,5,6,6,,3,,,,Y,U,Y,U,Y,,,U,U,Y,U,Y,Y,U,Y,Y,N,N,Y,Y,U,U,U,Y,Y,U,Y,U,Y,U,U,U,U,Y,Y,U,U,U,U,U,Y,Y,U,U,U,C,N,N,Y,U,UNK,U,Y,Y,U,U,U,U,{8B3C0986-5749-4B37-90C8-F92B0EE5B8A5},Y,N,N,Y,N,N,Y,U,N,U,U,U,GB SNS,"coa20i, gen20b",,,,North Atlantic Ocean,,,,,,,
32630,Sullom Voe,32510,SHETLAND ISLANDS,GB,United Kingdom,"60°28'00""N","1°18'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,"35071, 35072",I,S,CN,G,Y,N,N,Y,U,23,,,25,1,365,,24,U,Y,Y,N,Y,,,Y,U,Y,Y,U,Y,Y,Y,Y,N,N,Y,U,U,U,U,U,Y,U,Y,N,N,N,U,U,U,U,U,Y,U,Y,Y,Y,U,Y,Y,Y,Y,C,U,U,Y,U,Cargo,U,Y,Y,U,U,U,U,{B87E510A-EC21-4383-82AE-5118A77CA550},U,U,U,U,Y,Y,U,U,U,U,U,U,GB SUL,"a2032600, coa20g, gen20b",,,,North Atlantic Ocean,,,18.0,,,,
31760,Sunderland,31330,ENGLAND EAST COAST,GB,United Kingdom,"54°55'00""N","1°22'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,"35006, 35010",I,M,RT,G,Y,Y,N,Y,Y,6,13,6,8,4,,,,U,Y,Y,N,Y,,,Y,U,Y,U,Y,Y,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,U,Y,Y,U,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,A,S,M,Y,U,UNK,U,U,Y,U,U,U,U,{0D58351C-7E21-4528-AAF6-5A033EAA0877},U,U,U,U,U,U,U,U,U,U,U,U,GB SUN,"a2031765, coa20e, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
34950,Swansea,34710,WALES,GB,United Kingdom,"51°37'00""N","3°57'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,,I,S,RT,E,Y,N,N,Y,Y,3,9,9,9,6,,,,U,Y,Y,N,Y,,,U,U,Y,U,Y,Y,U,Y,Y,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,U,Y,Y,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,A,M,M,Y,U,UNK,U,U,Y,U,U,U,U,{076A30DE-F107-4538-83CC-B34DE228E5ED},U,U,U,U,U,U,U,U,U,U,U,U,GB SWA,"coa20j, gen20b",,,,Bristol Channel; North Atlantic Ocean,,,,,,,
33030,Tarbert,32790,SCOTLAND WEST COAST,GB,United Kingdom,"57°54'00""N","6°49'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35075,I,V,CN,F,N,N,N,Y,U,9,17,6,,2,,,,Y,U,N,N,N,,,U,U,Y,U,Y,Y,U,Y,U,Y,U,Y,U,Y,U,U,Y,Y,U,N,U,Y,U,U,U,U,U,U,U,U,U,U,Y,Y,Y,Y,U,U,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{6ABE6CC9-BEDA-4EFB-A831-78B977F837A0},U,U,U,U,U,U,U,U,U,U,U,U,GB TAR,"coa19e, gen19a",,,,North Atlantic Ocean,,,,,,,
31720,Teesport,31330,ENGLAND EAST COAST,GB,United Kingdom,"54°39'00""N","1°08'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,35006,I,L,RT,G,Y,N,N,Y,Y,14,13,6,6,3,,,,U,Y,Y,N,Y,,,Y,U,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,A,M,M,Y,U,UNK,U,U,Y,U,U,U,U,{DC3C4AD5-BBB2-43B4-9F2A-B2FC44C77C95},U,U,U,U,U,U,U,U,U,U,U,U,GB TEE,"a2031765, coa20e, gen20b, h2031720",,,,North Sea; North Atlantic Ocean,,,,,,,
35415,Teignmouth Harbour,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°33'00""N","3°30'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37015,I,V,RN,F,Y,N,N,Y,Y,0,23,5,,4,,,,U,U,Y,N,Y,,,Y,N,Y,U,U,U,U,Y,U,Y,Y,U,U,U,U,U,Y,U,U,Y,Y,Y,U,U,Y,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,U,U,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{967D8156-42E9-4D86-A0D2-220759571ABE},U,U,U,U,U,U,U,U,U,U,U,U,GB TNM,"a2035450, coa20b, gen20b",,,,English Channel; North Atlantic Ocean,,,,,,,
31376,Thamesport,31330,ENGLAND EAST COAST,GB,United Kingdom,"51°26'00""N","0°42'00""E",Sailing Directions Pub. 192 (Enroute) - North Sea,37030,I,S,RN,G,Y,U,U,Y,U,11,14,16,,6,,,,U,U,U,N,Y,,,U,U,Y,U,Y,Y,Y,Y,U,U,Y,Y,U,U,U,U,U,U,U,U,Y,Y,U,U,Y,Y,U,Y,U,U,U,U,U,Y,Y,U,U,U,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{58F4838D-7EC7-4616-A96C-D2BD4420B6F6},U,U,U,U,U,U,U,U,U,U,U,U,GB THP,"gen20b, h2031390",,,,North Sea; North Atlantic Ocean,,,,,,,
31430,Tilbury,31330,ENGLAND EAST COAST,GB,United Kingdom,"51°28'00""N","0°20'00""E",Sailing Directions Pub. 192 (Enroute) - North Sea,"37035, 37036",I,S,RT,G,U,U,U,U,Y,,6,9,,3,,,,U,U,U,U,Y,,,Y,U,Y,U,U,Y,U,Y,U,U,U,U,U,U,U,U,U,Y,U,N,Y,U,U,U,U,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,U,U,C,U,S,U,U,UNK,U,U,Y,U,U,U,U,{571B53A3-E753-42B9-B112-DF6A8982F7C4},U,U,U,U,U,U,U,U,U,U,U,U,GB TIL,"gen20b, h2031430",,,,North Sea; North Atlantic Ocean,,,,,,,
33140,Tobermory,32790,SCOTLAND WEST COAST,GB,United Kingdom,"56°37'00""N","6°04'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35097,I,V,CN,G,N,Y,N,Y,U,20,23,2,,4,,,,U,U,N,N,N,,,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,U,U,U,U,D,U,U,U,U,UNK,U,U,N,U,U,U,U,{87FB3A27-08F0-4210-BC27-89D8F8AC5A7F},U,U,U,U,U,U,U,U,U,U,U,U,GB TOB,"a1932790, coa19e, gen19a",,,,North Atlantic Ocean,,,,,,,
35410,Torquay Harbour,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°28'00""N","3°32'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37007,I,V,CB,G,Y,N,N,Y,U,5,23,3,,5,,,,U,U,Y,N,Y,,,U,U,Y,U,U,Y,Y,U,U,Y,Y,U,U,U,U,U,Y,Y,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,Y,Y,U,U,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{3F5F5DAB-2761-4118-94BA-D1D98ABD9783},U,U,U,U,U,U,U,U,U,U,U,U,GB TOR,"a2035370, coa20b, gen20b",,,,English Channel; North Atlantic Ocean,,,,,,,
33550,Troon,32790,SCOTLAND WEST COAST,GB,United Kingdom,"55°33'00""N","4°41'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,36016,I,V,CB,F,Y,N,N,Y,Y,3,5,5,,3,,,,U,U,Y,N,N,,,Y,U,Y,U,Y,Y,Y,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,Y,Y,U,U,U,Y,Y,Y,Y,U,U,Y,Y,U,Y,Y,Y,Y,Y,B,M,S,Y,U,UNK,U,U,Y,U,U,U,U,{8E80A55B-CD4B-46EF-8A6E-1ACF54A52FD3},U,U,U,U,U,U,U,U,U,U,U,U,GB TRN,"a2033490, coa20i, gen20b",,,,North Atlantic Ocean,,,,,,,
31765,Tynemouth,31330,ENGLAND EAST COAST,GB,United Kingdom,"55°00'00""N","1°24'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,"35006, 35010",I,M,RT,E,N,N,N,Y,Y,8,13,6,5,3,,,,U,U,Y,N,Y,,,U,U,Y,U,Y,Y,U,Y,U,Y,Y,Y,U,U,U,U,Y,Y,U,N,Y,Y,Y,Y,U,Y,Y,Y,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,A,L,S,Y,U,UNK,U,U,Y,U,U,U,U,{DFB3F704-BC0E-4F31-BBE7-2199A97F44EA},U,U,U,U,U,U,U,U,U,U,U,U,GB TYM,"a2031765, coa20e, gen20b, h2031765",,,,North Sea; North Atlantic Ocean,,,,,,,
32950,Uig,32790,SCOTLAND WEST COAST,GB,United Kingdom,"57°35'00""N","6°21'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35090,I,V,CN,G,N,N,N,Y,U,13,8,5,,12,,,,Y,U,N,N,U,,,U,U,U,U,U,Y,Y,Y,U,U,U,Y,U,U,U,U,Y,U,U,U,U,N,U,U,U,U,U,U,U,U,U,U,Y,Y,Y,U,U,U,D,U,U,U,U,UNK,U,U,Y,U,U,U,U,{1A1FCF7E-B816-4F12-841D-58B6507DBF70},U,U,U,U,U,U,U,U,U,U,U,U,GB UIG,"a1932830, coa19e, gen19a",,,,North Atlantic Ocean,,,,,,,
32820,Ullapool,32790,SCOTLAND WEST COAST,GB,United Kingdom,"57°54'00""N","5°09'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35078,I,V,OR,P,Y,N,N,Y,U,6,23,5,,4,,,,Y,U,N,N,N,,,U,N,N,U,U,U,U,Y,U,U,Y,Y,U,U,U,U,U,Y,U,Y,U,U,U,U,U,U,U,Y,U,U,U,Y,U,Y,U,Y,U,U,C,U,U,U,U,UNK,U,U,N,U,U,U,U,{694EC766-23DD-40DC-9D10-CC6E27AEAA4C},U,U,U,U,U,U,U,U,U,U,U,U,GB ULL,"a2032830, coa20i, gen20b",,,,North Atlantic Ocean,Broom Loch,,,,,,
31830,Warkworth Harbour,31330,ENGLAND EAST COAST,GB,United Kingdom,"55°20'00""N","1°35'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,35010,I,V,RN,F,Y,U,U,Y,Y,2,8,2,,0,,,,U,U,U,U,U,,,U,U,U,U,U,Y,U,U,U,U,Y,U,U,U,U,U,U,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,C,U,S,U,U,UNK,U,U,U,U,U,U,U,{EB8FE8DF-CF72-4C91-B9D3-5952C62A09CC},U,U,U,U,U,U,U,U,U,U,U,U,GB WKO,"coa20e, gen20b",,,,North Sea; North Atlantic Ocean,Amble,,,,,,
33680,Warren Point,33630,NORTHERN IRELAND,GB,United Kingdom,"54°06'00""N","6°15'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,36006,I,V,CN,P,U,U,U,Y,U,5,6,8,,5,157,26,,Y,Y,U,N,Y,,,U,U,Y,U,U,U,U,Y,U,U,Y,Y,U,U,U,U,Y,Y,U,N,Y,Y,U,U,U,Y,U,Y,U,U,U,Y,U,Y,Y,Y,Y,U,B,N,S,Y,U,UNK,U,Y,Y,U,U,U,U,{C3FC7C2A-DA9E-43D9-BC54-5E9D15FDB1CF},Y,Y,Y,Y,N,N,U,U,N,U,U,U,GB WPT,"coa19g, gen19a",,,,Irish Sea; North Atlantic Ocean,,,,,,,
35110,Watchet Harbor,35030,ENGLAND SW COAST,GB,United Kingdom,"51°11'00""N","3°20'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,35127,I,V,CB,F,Y,N,N,Y,U,2,6,5,,7,,,,U,U,Y,N,Y,,,Y,N,N,U,Y,Y,U,Y,Y,Y,Y,U,U,U,U,U,U,Y,U,N,Y,Y,U,U,U,U,Y,Y,U,U,U,U,U,Y,Y,Y,U,U,C,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{EBE77B28-4BB7-444A-9816-AF7072DA5BFE},U,U,U,U,U,U,U,U,U,U,U,U,GB WAT,"a2035070, coa20j, gen20b",,,,Bristol Channel; North Atlantic Ocean,,,,,,,
35460,Weymouth Harbour,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°37'00""N","2°27'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37015,I,S,CN,G,Y,N,N,Y,Y,5,17,5,,2,,,,Y,Y,Y,N,Y,,,U,N,Y,Y,U,Y,U,Y,Y,Y,Y,U,U,U,U,U,Y,Y,U,Y,U,Y,U,Y,U,U,U,Y,U,U,U,U,U,Y,Y,Y,U,Y,C,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{B7CEDBB8-C857-40B1-AAE6-81ACAB14AA5B},U,U,U,U,U,U,U,U,U,U,U,U,GB WEY,"a2035450, coa20b, gen20b, h2035450",,,,English Channel; North Atlantic Ocean,,,,,,,
31700,Whitby,31330,ENGLAND EAST COAST,GB,United Kingdom,"54°29'00""N","0°37'00""W",Sailing Directions Pub. 192 (Enroute) - North Sea,35006,I,S,CB,G,Y,Y,N,Y,Y,5,13,2,,4,,,,U,U,Y,N,Y,,,Y,N,N,U,U,Y,Y,Y,U,U,Y,U,U,U,U,U,Y,Y,U,N,U,Y,U,U,Y,Y,Y,Y,U,U,U,U,U,Y,Y,Y,U,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{A345FE60-4CCB-4F8C-BCEE-8789156833A7},U,U,U,U,U,U,U,U,U,U,U,U,GB WTB,"coa20e, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
32430,Whitehall,32390,ORKNEY ISLANDS,GB,United Kingdom,"59°08'00""N","2°36'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,35058,I,V,CN,P,Y,N,N,Y,U,3,2,2,,7,,,,U,U,U,U,U,,,U,U,U,U,U,U,U,U,U,Y,U,Y,U,U,U,U,U,U,U,N,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,D,U,U,U,U,UNK,U,U,U,U,U,U,U,{2D4275D0-A1F4-4DC7-9268-761AE397483F},U,U,U,U,U,U,U,U,U,U,U,U,GB WHL,"coa20f, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
31360,Whitstable,31330,ENGLAND EAST COAST,GB,United Kingdom,"51°22'00""N","1°02'00""E",Sailing Directions Pub. 192 (Enroute) - North Sea,37040,I,S,RN,F,Y,N,N,Y,U,2,3,5,,4,,,,U,U,Y,N,Y,,,U,U,Y,U,Y,Y,U,Y,U,Y,Y,U,Y,U,U,U,Y,Y,U,N,U,Y,U,U,U,U,Y,U,U,U,U,U,U,Y,Y,Y,U,U,C,S,S,Y,U,UNK,U,U,Y,U,U,U,U,{A015A2C4-4BAA-412D-8D05-D3942C96B8D2},U,U,U,U,U,U,U,U,U,U,U,U,GB WTS,"a2031470, coa20d, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
32380,Wick,31870,SCOTLAND EAST COAST,GB,United Kingdom,"58°26'00""N","3°05'00""W",Sailing Directions Pub. 141 (Enroute) - Scotland,"35001, 35055",I,S,CB,F,Y,Y,N,Y,Y,4,12,2,2,2,89,,5,Y,U,Y,Y,Y,,,U,U,U,U,Y,Y,Y,U,Y,Y,Y,Y,U,U,U,U,Y,Y,U,N,U,U,U,U,U,U,U,Y,U,U,U,Y,U,Y,Y,U,Y,Y,C,N,U,Y,U,UNK,U,Y,Y,U,U,U,U,{998FEF9D-79D8-4DE0-9995-4438B4CB8256},Y,U,N,U,N,N,N,U,Y,U,U,U,GB WIC,"coa20f, gen20b",,,,North Sea; North Atlantic Ocean,,,,,,,
31600,Wisbech,31330,ENGLAND EAST COAST,GB,United Kingdom,"52°40'00""N","0°09'00""E",Sailing Directions Pub. 192 (Enroute) - North Sea,,I,S,LC,G,U,Y,U,Y,Y,0,5,3,,4,,,,U,Y,U,U,Y,,,Y,U,Y,U,Y,U,U,Y,U,U,U,Y,U,U,U,U,Y,Y,U,N,U,Y,U,U,U,Y,U,U,U,U,U,Y,Y,Y,Y,Y,Y,U,C,U,U,Y,U,UNK,U,U,Y,U,U,U,U,{7CA0F4EA-3161-4FA8-8FF8-A08290830C94},U,U,U,U,U,U,U,U,U,U,U,U,GB WIS,gen20b,,,,North Sea; North Atlantic Ocean,,,,,,,
34610,Workington,34580,ENGLAND WEST COAST,GB,United Kingdom,"54°34'00""N","3°38'00""W",Sailing Directions Pub. 142 (Enroute) - Ireland and the West Coast of England,36025,I,V,RT,E,Y,N,N,Y,Y,2,16,5,8,7,,,,Y,U,Y,N,Y,,,U,N,Y,U,U,U,U,Y,U,U,Y,Y,U,U,U,U,Y,Y,U,Y,Y,Y,U,U,U,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,Y,Y,B,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{1EDE3176-A3D9-40C9-A77C-0F7072EE25CC},U,U,U,U,U,U,U,U,U,U,U,U,GB WOR,"a2034600, coa20i, gen20b",,,,Irish Sea; North Atlantic Ocean,,,,,,,
35560,Yarmouth Harbour,35220,ENGLAND SOUTH COAST,GB,United Kingdom,"50°42'00""N","1°30'00""W",Sailing Directions Pub. 191 (Enroute) - English Channel,37017,I,S,CT,G,Y,N,N,Y,N,2,14,2,,2,,,,U,U,N,N,Y,,,U,N,N,U,U,U,U,Y,U,U,U,U,U,U,U,U,Y,U,U,Y,Y,Y,U,U,U,U,Y,U,U,U,U,U,Y,Y,Y,Y,U,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{BC501527-56DB-466C-90B7-78DD2706395A},U,U,U,U,U,U,U,U,U,U,U,U,GB YMO,"a2035600, coa20c, gen20b, h2035580",,,,English Channel; North Atlantic Ocean,,,,,,
